PointID,X,Y,SETTLEMENT,CULTIVATION,CONFIDENCE,USERID
55,42.509387,8.615646,0,0,3,666
56,41.836018,8.989673,0,0,3,640
56,41.836018,8.989673,0,0,3,1153
57,42.003328,6.529741,0,0,3,640
57,42.003328,6.529741,0,0,3,1153
58,41.853817,6.772705,0,0,3,1153
58,41.853817,6.772705,0,0,3,179
59,42.508867,6.832959,0,0,3,1153
59,42.508867,6.832959,0,0,3,1222
60,42.048655,6.854036,0,0,3,1146
60,42.048655,6.854036,0,0,3,273
62,41.797308,7.875851,0,0,3,1153
62,41.797308,7.875851,0,0,3,1196
63,40.90828,4.192634,0,0,3,1222
63,40.90828,4.192634,0,0,3,1153
66,41.313365,4.811368,0,0,3,640
66,41.313365,4.811368,0,0,3,1222
67,41.377199,4.902764,0,0,3,1222
67,41.377199,4.902764,0,0,3,1153
70,41.999282,12.581049,0,0,3,1066
70,41.999282,12.581049,0,0,3,1222
72,40.870086,12.941193,0,0,3,640
72,40.870086,12.941193,0,0,3,1222
73,41.105343,13.677178,0,0,3,1153
73,41.105343,13.677178,0,0,3,640
74,41.840125,10.937152,0,0,3,640
74,41.840125,10.937152,0,0,3,1222
75,41.791939,10.939353,0,0,3,1153
75,41.791939,10.939353,0,0,3,640
76,40.801361,11.282953,0,0,2,301
76,40.801361,11.282953,0,0,2,8
77,40.694797,11.360533,0,0,3,640
77,40.694797,11.360533,0,0,3,1222
79,41.93149,11.851451,0,0,3,640
79,41.93149,11.851451,0,0,3,1222
80,40.883398,9.58144,0,0,3,273
80,40.883398,9.58144,0,0,3,590
82,41.349536,10.315018,0,0,3,640
82,41.349536,10.315018,0,0,3,1222
83,40.883593,7.848666,0,0,3,1222
83,40.883593,7.848666,0,0,3,640
85,41.652349,8.61733,0,0,3,1222
85,41.652349,8.61733,0,0,1,1153
86,40.737199,8.690332,1,3,3,1153
86,40.737199,8.690332,1,3,3,590
87,40.271943,8.783023,0,0,3,640
87,40.271943,8.783023,0,0,3,1153
89,40.856441,8.933647,1,1,3,1222
89,40.856441,8.933647,1,1,3,1153
90,40.38132,6.542331,0,0,3,1222
90,40.38132,6.542331,0,0,3,640
91,39.522332,6.765412,0,0,3,1153
91,39.522332,6.765412,0,0,3,640
93,40.313365,6.811368,0,0,3,640
93,40.313365,6.811368,0,0,3,1222
94,40.839107,7.374504,1,3,3,640
94,40.839107,7.374504,1,3,3,273
95,40.546249,7.564333,0,0,3,1222
95,40.546249,7.564333,0,0,3,640
97,40.033335,4.967167,0,0,3,273
97,40.033335,4.967167,0,0,3,640
98,39.516277,5.349094,0,0,3,640
98,39.516277,5.349094,0,0,3,1222
99,39.505791,5.608907,0,0,3,1222
99,39.505791,5.608907,0,0,3,1153
100,39.740373,5.66329,1,1,3,1125
100,39.740373,5.66329,1,1,3,1153
102,39.973467,3.959663,0,0,3,1222
102,39.973467,3.959663,0,0,3,640
103,40.24479,4.596712,0,0,3,1196
103,40.24479,4.596712,0,0,3,1153
104,40.111765,4.835459,0,0,3,1153
104,40.111765,4.835459,0,0,3,640
104,40.111765,4.835459,0,0,3,1222
105,39.988224,4.903079,0,0,3,1153
105,39.988224,4.903079,0,0,2,179
107,40.836018,13.989673,0,0,3,590
107,40.836018,13.989673,0,0,3,1222
108,39.335304,7.836983,0,0,3,1153
108,39.335304,7.836983,0,0,3,8
109,39.467553,7.998145,0,0,3,640
109,39.467553,7.998145,0,0,3,1222
110,39.652394,8.347926,1,3,3,1222
110,39.652394,8.347926,1,2,3,1153
110,39.652394,8.347926,1,3,3,640
111,38.770661,8.875081,3,1,3,590
111,38.770661,8.875081,3,1,3,273
112,38.513539,9.396077,0,2,3,179
112,38.513539,9.396077,0,0,2,640
112,38.513539,9.396077,0,0,3,1153
114,39.419952,7.503017,1,2,3,1222
114,39.419952,7.503017,1,2,3,640
115,39.520227,7.758998,0,0,3,1153
115,39.520227,7.758998,1,1,3,1222
115,39.520227,7.758998,1,3,3,640
117,39.034673,5.852723,1,3,3,640
117,39.034673,5.852723,0,0,3,1222
117,39.034673,5.852723,1,1,3,1153
118,38.438419,13.949697,1,3,3,640
118,38.438419,13.949697,1,1,3,1153
118,38.438419,13.949697,0,0,3,1222
119,38.726084,14.135503,1,2,3,640
119,38.726084,14.135503,1,1,3,1222
119,38.726084,14.135503,1,0,3,1153
120,38.839107,14.374504,0,0,3,1153
120,38.839107,14.374504,0,0,3,640
124,38.271943,12.783023,1,1,3,1222
124,38.271943,12.783023,1,1,3,1153
128,37.843222,13.480338,0,0,3,1153
128,37.843222,13.480338,0,0,3,273
130,39.159088,11.629983,1,2,3,640
130,39.159088,11.629983,1,3,3,1222
130,39.159088,11.629983,1,1,3,1153
130,39.159088,11.629983,1,3,3,273
132,38.728432,11.693628,1,2,3,1153
132,38.728432,11.693628,1,3,3,1146
132,38.728432,11.693628,1,3,3,666
134,37.949849,11.752704,1,3,3,1153
134,37.949849,11.752704,1,3,3,179
134,37.949849,11.752704,2,3,3,1196
135,38.178451,7.784969,0,0,3,640
135,38.178451,7.784969,0,0,3,1222
136,38.389508,7.816272,1,3,3,1153
136,38.389508,7.816272,1,3,3,1066
138,37.711059,8.877059,1,2,3,1153
138,37.711059,8.877059,1,3,3,273
138,37.711059,8.877059,0,2,3,640
138,37.711059,8.877059,1,1,3,1222
139,37.726811,8.895066,1,1,3,1222
139,37.726811,8.895066,1,1,3,1153
139,37.726811,8.895066,1,3,3,640
140,37.096782,8.988842,1,1,2,590
140,37.096782,8.988842,1,1,3,273
140,37.096782,8.988842,0,2,3,1153
141,37.515971,6.418168,0,0,3,1222
141,37.515971,6.418168,1,1,3,640
141,37.515971,6.418168,0,0,3,1153
144,36.963746,6.783721,0,0,3,1153
144,36.963746,6.783721,0,0,3,179
146,36.630199,7.221375,1,3,2,1066
146,36.630199,7.221375,1,3,3,273
146,36.630199,7.221375,1,2,1,1146
146,36.630199,7.221375,0,3,3,1153
149,36.839385,5.474203,0,0,3,1153
149,36.839385,5.474203,0,0,3,1222
150,36.859708,5.556067,0,0,3,1153
150,36.859708,5.556067,0,1,3,666
150,36.859708,5.556067,0,0,3,179
151,36.84362,5.579043,0,0,3,1222
151,36.84362,5.579043,0,0,3,640
154,37.484711,13.637432,0,0,3,1222
154,37.484711,13.637432,0,0,3,640
155,36.911836,13.860926,0,1,3,666
155,36.911836,13.860926,0,0,3,1153
155,36.911836,13.860926,0,0,3,179
156,36.993607,12.355895,0,0,3,1222
156,36.993607,12.355895,0,1,3,1153
156,36.993607,12.355895,0,1,3,640
157,36.558832,12.357348,0,0,3,179
157,36.558832,12.357348,0,0,3,1153
157,36.558832,12.357348,0,0,3,1153
157,36.558832,12.357348,0,0,3,1153
158,36.924572,12.660946,0,0,3,640
158,36.924572,12.660946,0,0,3,1222
159,36.851656,12.707819,0,0,3,1153
159,36.851656,12.707819,0,0,3,1222
160,36.977124,12.82381,0,0,3,640
160,36.977124,12.82381,0,0,3,1153
161,37.289624,13.490327,0,0,3,1153
162,36.833432,10.947722,0,2,3,1153
162,36.833432,10.947722,1,3,3,273
162,36.833432,10.947722,1,3,3,179
164,36.598531,10.978181,1,1,3,1222
164,36.598531,10.978181,0,3,3,640
164,36.598531,10.978181,0,1,3,1153
165,35.815521,9.562225,0,0,3,1153
165,35.815521,9.562225,0,0,2,640
166,36.219436,9.573148,1,2,3,1125
166,36.219436,9.573148,0,0,3,273
166,36.219436,9.573148,0,0,3,179
168,36.624267,9.716747,0,0,3,1153
168,36.624267,9.716747,0,0,3,179
170,36.645876,10.510161,0,0,3,1222
170,36.645876,10.510161,0,0,3,590
171,36.006363,10.830732,0,0,3,1222
171,36.006363,10.830732,0,0,3,640
172,36.686547,8.599943,1,1,3,1153
172,36.686547,8.599943,1,1,3,1222
172,36.686547,8.599943,1,2,3,640
174,35.939433,8.621807,0,1,2,1146
174,35.939433,8.621807,0,2,3,1153
174,35.939433,8.621807,1,1,3,1066
174,35.939433,8.621807,1,2,3,590
175,35.825682,8.665342,0,0,3,640
175,35.825682,8.665342,0,0,3,1222
176,36.747816,8.893448,2,3,3,179
176,36.747816,8.893448,2,3,3,1196
176,36.747816,8.893448,1,3,3,1153
177,35.014803,10.865502,0,0,3,179
177,35.014803,10.865502,0,0,2,47
181,35.519741,11.623684,0,0,3,179
181,35.519741,11.623684,0,0,3,8
182,35.484711,11.637432,0,0,3,179
182,35.484711,11.637432,0,0,3,1153
183,34.735847,9.811597,1,3,3,1153
183,34.735847,9.811597,1,3,3,179
184,34.598531,9.978181,1,3,2,640
184,34.598531,9.978181,1,2,3,273
184,34.598531,9.978181,1,2,3,1146
184,34.598531,9.978181,0,1,3,1153
187,35.59321,10.67893,1,0,3,179
187,35.59321,10.67893,0,0,3,1153
187,35.59321,10.67893,1,1,3,273
187,35.59321,10.67893,0,0,3,666
188,34.389618,7.908869,0,0,3,640
188,34.389618,7.908869,0,0,3,1222
189,34.973734,8.526617,0,0,3,640
189,34.973734,8.526617,0,0,3,273
190,34.418081,9.150795,0,0,3,1222
190,34.418081,9.150795,0,0,3,640
192,34.747816,6.893448,0,0,3,1222
192,34.747816,6.893448,0,0,3,640
194,34.728432,7.693628,0,0,3,1222
194,34.728432,7.693628,0,0,3,1153
196,43.931443,5.148546,0,0,3,1222
196,43.931443,5.148546,0,0,3,1153
198,40.963943,6.390808,0,0,3,179
198,40.963943,6.390808,0,0,3,1153
200,41.614518,5.71842,0,0,3,1153
200,41.614518,5.71842,0,0,1,1146
200,41.614518,5.71842,1,1,3,1125
200,41.614518,5.71842,0,1,2,640
201,41.992078,5.691342,0,0,3,1153
201,41.992078,5.691342,0,0,3,1222
202,41.515022,5.382169,0,0,3,1222
202,41.515022,5.382169,0,0,3,640
203,41.396178,5.182443,0,0,3,1153
203,41.396178,5.182443,0,0,3,1222
204,41.416798,5.155139,0,0,3,1222
204,41.416798,5.155139,0,0,3,590
206,40.801361,13.282953,0,0,3,640
206,40.801361,13.282953,0,0,3,1222
209,40.811138,12.104555,0,0,3,179
209,40.811138,12.104555,2,0,1,1192
209,40.811138,12.104555,0,0,3,1153
209,40.811138,12.104555,1,1,1,8
210,39.544181,11.960764,1,3,3,640
210,39.544181,11.960764,1,1,3,1222
210,39.544181,11.960764,1,1,3,1153
211,39.438419,11.949697,1,1,3,1153
211,39.438419,11.949697,0,0,3,1222
211,39.438419,11.949697,1,2,3,1125
211,39.438419,11.949697,1,1,2,640
212,39.775881,11.789583,0,3,3,640
212,39.775881,11.789583,0,1,3,1153
212,39.775881,11.789583,1,1,3,1222
219,39.440669,10.802078,1,1,3,1222
219,39.440669,10.802078,1,1,3,1222
220,39.935111,10.669539,0,0,3,1222
220,39.935111,10.669539,1,2,2,640
220,39.935111,10.669539,1,1,3,1153
220,39.935111,10.669539,1,3,3,179
222,39.604755,10.415193,1,2,3,179
222,39.604755,10.415193,1,2,2,640
222,39.604755,10.415193,0,3,3,666
222,39.604755,10.415193,1,1,3,1153
223,40.112117,9.694004,0,0,3,179
223,40.112117,9.694004,0,0,3,1153
224,40.12066,9.540184,0,0,3,640
224,40.12066,9.540184,0,0,3,1222
225,37.740649,4.820123,0,0,3,273
225,37.740649,4.820123,1,0,3,326
225,37.740649,4.820123,0,0,3,1153
227,38.557618,4.573504,0,0,3,1153
227,38.557618,4.573504,0,0,3,1222
228,38.358219,4.539863,0,0,3,640
228,38.358219,4.539863,0,0,3,1222
230,38.544725,4.282992,0,0,3,1222
230,38.544725,4.282992,0,0,3,1153
230,38.544725,4.282992,0,0,3,640
231,38.033335,3.967167,0,0,3,590
231,38.033335,3.967167,0,0,3,1153
232,37.917428,3.874775,0,0,3,1222
232,37.917428,3.874775,0,0,3,640
235,37.158109,9.780995,1,2,3,640
235,37.158109,9.780995,1,2,3,666
235,37.158109,9.780995,2,2,3,179
235,37.158109,9.780995,1,1,3,1153
236,38.307506,9.772086,2,3,3,1192
236,38.307506,9.772086,1,3,3,179
236,38.307506,9.772086,1,3,3,1196
237,37.62134,9.75068,0,1,3,179
237,37.62134,9.75068,0,0,3,273
237,37.62134,9.75068,0,1,1,590
238,37.781668,9.727837,1,1,3,1153
238,37.781668,9.727837,1,1,3,1222
239,38.57691,9.221191,0,3,3,1196
239,38.57691,9.221191,0,3,3,1153
239,38.57691,9.221191,0,2,3,666
240,35.590478,7.9338,1,2,3,273
240,35.590478,7.9338,1,2,3,1153
240,35.590478,7.9338,1,2,3,1153
243,36.437847,7.255477,1,1,3,1153
243,36.437847,7.255477,0,0,3,1222
243,36.437847,7.255477,0,1,3,640
247,35.728911,6.602503,0,0,3,1222
247,35.728911,6.602503,0,0,3,640
248,35.456732,6.593018,0,0,3,1222
248,35.456732,6.593018,0,0,3,640
250,36.387388,6.121721,0,0,3,1222
250,36.387388,6.121721,0,0,3,1153
251,36.178451,5.784969,0,0,3,273
251,36.178451,5.784969,0,0,3,179
252,35.883735,4.978999,0,0,3,1222
252,35.883735,4.978999,0,0,3,1153
253,35.840421,4.896341,0,0,3,1153
253,35.840421,4.896341,0,0,3,1222
450,37.17916667,10.85416667,1,2,2,640
450,37.17916667,10.85416667,1,2,3,1222
452,37.72083333,7.0875,1,3,3,273
452,37.72083333,7.0875,3,3,3,640
452,37.72083333,7.0875,1,3,3,1125
454,37.2625,5.9375,0,0,3,640
454,37.2625,5.9375,0,0,3,1222
455,36.20416667,6.0125,0,0,3,179
455,36.20416667,6.0125,0,0,3,273
456,36.29583333,9.520833333,0,0,3,1153
456,36.29583333,9.520833333,0,0,3,640
457,34.45416667,10.1875,0,0,3,1153
457,34.45416667,10.1875,0,0,3,273
460,39.37916667,8.704166667,1,3,3,1153
460,39.37916667,8.704166667,1,3,3,1146
461,35.6875,6.054166667,0,0,3,1153
461,35.6875,6.054166667,0,0,3,1222
462,39.90416667,8.0125,1,3,3,1222
462,39.90416667,8.0125,1,3,3,640
463,36.87916667,10.92083333,0,0,3,1153
463,36.87916667,10.92083333,1,1,3,1222
464,38.99583333,5.520833333,0,0,3,1153
464,38.99583333,5.520833333,0,0,3,1201
464,38.99583333,5.520833333,0,1,2,184
467,37.37083333,11.12916667,1,3,2,179
467,37.37083333,11.12916667,1,2,1,1196
467,37.37083333,11.12916667,0,2,1,273
467,37.37083333,11.12916667,2,3,3,1192
468,40.54583333,8.404166667,1,1,3,1153
468,40.54583333,8.404166667,1,2,3,1222
468,40.54583333,8.404166667,1,3,3,640
470,35.22916667,10.32916667,0,0,3,1222
470,35.22916667,10.32916667,0,0,3,640
471,36.89583333,5.004166667,0,0,3,1222
471,36.89583333,5.004166667,0,0,3,1153
472,35.57916667,11.32083333,0,0,3,1153
472,35.57916667,11.32083333,1,1,3,666
472,35.57916667,11.32083333,0,0,2,640
474,37.15416667,13.44583333,0,0,3,1153
474,37.15416667,13.44583333,0,0,3,1222
475,39.4125,4.720833333,0,0,3,640
475,39.4125,4.720833333,0,0,3,1153
477,36.49583333,11.8875,0,0,3,1153
477,36.49583333,11.8875,0,0,3,1222
477,36.49583333,11.8875,0,0,3,640
478,39.3375,4.3375,0,0,3,179
478,39.3375,4.3375,0,0,3,1153
479,36.19583333,10.69583333,0,0,3,1222
479,36.19583333,10.69583333,0,0,3,1153
480,36.3875,13.02083333,0,0,3,640
480,36.3875,13.02083333,0,0,3,1222
485,37.2375,10.0375,0,0,3,1153
485,37.2375,10.0375,0,0,3,1222
487,42.52083333,9.7375,0,1,3,666
487,42.52083333,9.7375,0,2,3,1146
487,42.52083333,9.7375,0,2,3,1153
494,34.52916667,9.354166667,2,3,3,590
494,34.52916667,9.354166667,2,3,3,273
496,40.35416667,9.254166667,0,0,3,640
496,40.35416667,9.254166667,0,0,3,1222
498,35.84583333,9.170833333,0,0,3,1153
498,35.84583333,9.170833333,1,1,3,640
498,35.84583333,9.170833333,1,1,3,273
498,35.84583333,9.170833333,1,0,3,1222
499,40.49583333,6.9875,1,3,3,640
499,40.49583333,6.9875,1,3,3,1153
500,39.85416667,12.75416667,0,0,3,1146
500,39.85416667,12.75416667,0,0,3,1153
501,35.0875,8.9625,1,3,3,273
501,35.0875,8.9625,0,3,3,1153
501,35.0875,8.9625,1,3,3,590
502,36.9375,9.795833333,0,0,3,1222
502,36.9375,9.795833333,0,0,3,1153
503,37.92916667,11.45416667,1,3,3,301
503,37.92916667,11.45416667,1,3,3,1153
504,37.79583333,7.6125,1,3,3,640
504,37.79583333,7.6125,1,1,3,1222
504,37.79583333,7.6125,1,1,3,1153
505,38.0875,11.3375,0,0,3,1153
505,38.0875,11.3375,0,2,3,640
505,38.0875,11.3375,0,0,3,1222
506,35.50416667,9.770833333,0,0,3,1222
506,35.50416667,9.770833333,0,0,3,640
507,37.7125,12.74583333,0,0,3,1153
507,37.7125,12.74583333,0,0,3,640
508,38.82083333,6.3875,1,2,2,640
508,38.82083333,6.3875,0,0,3,1153
508,38.82083333,6.3875,1,3,3,179
508,38.82083333,6.3875,1,1,3,273
509,36.3625,7.004166667,0,0,3,640
509,36.3625,7.004166667,0,0,3,1153
513,35.6875,9.0375,0,0,3,1222
513,35.6875,9.0375,1,2,3,640
513,35.6875,9.0375,1,1,3,1153
514,34.97083333,10.8375,0,0,3,1153
514,34.97083333,10.8375,0,0,3,640
515,39.6625,5.7875,0,0,3,1222
515,39.6625,5.7875,0,0,3,640
517,43.85416667,8.9125,0,0,3,1222
517,43.85416667,8.9125,0,0,3,1153
517,43.85416667,8.9125,0,1,3,640
518,34.07083333,7.904166667,0,0,3,1153
518,34.07083333,7.904166667,0,0,3,179
520,41.42083333,6.4375,0,0,3,1153
520,41.42083333,6.4375,0,0,3,640
521,39.3875,10.2375,0,0,3,1222
521,39.3875,10.2375,0,0,3,640
524,38.79583333,13.32083333,0,0,3,640
524,38.79583333,13.32083333,0,0,3,1222
526,36.52916667,12.57083333,0,0,3,1222
526,36.52916667,12.57083333,0,0,3,640
528,34.3875,9.2875,0,0,3,1153
528,34.3875,9.2875,0,0,3,179
530,36.77916667,9.0625,0,0,3,640
530,36.77916667,9.0625,0,0,3,1222
531,34.44583333,7.045833333,0,0,3,1222
531,34.44583333,7.045833333,0,0,3,1153
532,36.54583333,13.22916667,0,0,3,1222
532,36.54583333,13.22916667,0,0,3,640
536,38.07916667,10.6875,0,0,3,1153
536,38.07916667,10.6875,0,3,3,640
536,38.07916667,10.6875,0,0,3,1222
538,38.02916667,11.44583333,0,0,3,1222
538,38.02916667,11.44583333,0,0,3,640
539,38.8875,11.9625,0,0,3,666
539,38.8875,11.9625,0,1,3,1153
539,38.8875,11.9625,1,3,3,179
539,38.8875,11.9625,0,3,3,640
540,39.22916667,5.204166667,0,0,3,1153
540,39.22916667,5.204166667,0,0,3,640
543,34.82083333,9.0375,0,0,3,640
543,34.82083333,9.0375,0,0,3,1222
545,39.9375,11.2375,0,0,3,640
545,39.9375,11.2375,0,0,3,1222
545,39.9375,11.2375,0,1,3,1153
546,37.52083333,12.32916667,0,3,3,1153
546,37.52083333,12.32916667,1,3,3,1222
546,37.52083333,12.32916667,0,3,3,640
547,39.42083333,8.679166667,1,3,3,1222
547,39.42083333,8.679166667,1,3,3,640
549,35.47916667,7.395833333,0,0,3,640
549,35.47916667,7.395833333,0,0,3,1222
550,42.5375,9.945833333,0,0,3,640
550,42.5375,9.945833333,0,0,3,1153
550,42.5375,9.945833333,0,0,3,1222
551,34.4875,7.9125,0,0,3,1146
551,34.4875,7.9125,0,0,3,1153
552,38.32916667,9.345833333,0,0,3,1153
552,38.32916667,9.345833333,1,2,3,1153
552,38.32916667,9.345833333,1,3,3,640
552,38.32916667,9.345833333,1,2,3,1222
553,39.6125,8.220833333,1,1,3,1222
553,39.6125,8.220833333,1,3,3,640
553,39.6125,8.220833333,1,1,3,1153
554,39.6875,7.1875,0,0,3,640
554,39.6875,7.1875,0,0,3,1222
555,36.07916667,9.6375,0,0,3,1153
555,36.07916667,9.6375,0,0,3,640
556,35.2625,8.095833333,0,0,3,640
556,35.2625,8.095833333,0,0,3,1222
557,38.4875,5.429166667,0,0,3,1222
557,38.4875,5.429166667,0,0,3,1153
559,35.57916667,8.470833333,0,0,3,1153
559,35.57916667,8.470833333,0,0,3,640
561,43.2875,8.9875,0,3,3,1196
561,43.2875,8.9875,0,3,3,1196
561,43.2875,8.9875,0,0,3,1153
562,41.17083333,4.820833333,0,0,3,179
562,41.17083333,4.820833333,0,0,3,1153
566,39.17083333,3.829166667,0,0,3,640
566,39.17083333,3.829166667,0,0,3,273
566,39.17083333,3.829166667,0,0,3,273
566,39.17083333,3.829166667,0,0,3,1222
567,33.97083333,8.379166667,0,0,3,1153
567,33.97083333,8.379166667,0,0,3,640
567,33.97083333,8.379166667,0,0,3,1222
568,41.20416667,7.004166667,0,1,3,666
568,41.20416667,7.004166667,0,1,2,640
568,41.20416667,7.004166667,0,2,3,179
568,41.20416667,7.004166667,0,0,3,1153
569,39.79583333,5.2625,0,0,3,1222
569,39.79583333,5.2625,0,0,3,640
570,39.45416667,5.354166667,0,0,3,1222
570,39.45416667,5.354166667,0,0,3,1153
571,37.77083333,4.854166667,0,0,3,273
571,37.77083333,4.854166667,0,0,3,590
573,33.70416667,8.170833333,0,0,3,179
573,33.70416667,8.170833333,0,0,3,1153
575,40.35416667,8.2625,0,0,3,1222
575,40.35416667,8.2625,0,0,3,640
575,40.35416667,8.2625,0,0,3,1153
578,37.09583333,7.6125,0,1,3,666
578,37.09583333,7.6125,1,2,3,1153
578,37.09583333,7.6125,1,3,3,640
578,37.09583333,7.6125,1,3,3,273
579,39.09583333,9.504166667,1,1,3,1153
579,39.09583333,9.504166667,1,3,3,640
579,39.09583333,9.504166667,1,3,3,1066
579,39.09583333,9.504166667,1,2,3,1222
580,36.22916667,5.179166667,0,0,3,640
580,36.22916667,5.179166667,0,0,3,179
582,38.1125,13.42916667,0,0,3,1153
582,38.1125,13.42916667,1,1,3,1222
584,36.5125,6.120833333,0,0,3,1153
584,36.5125,6.120833333,0,0,3,1222
585,36.87916667,10.82916667,1,3,3,179
585,36.87916667,10.82916667,1,3,3,1153
585,36.87916667,10.82916667,1,2,3,273
588,34.90416667,9.0625,1,1,3,1222
588,34.90416667,9.0625,1,1,3,1153
589,38.8125,5.445833333,0,0,3,640
589,38.8125,5.445833333,0,0,3,1153
590,39.94583333,11.3875,1,3,3,590
590,39.94583333,11.3875,0,0,3,640
590,39.94583333,11.3875,1,2,3,179
590,39.94583333,11.3875,1,1,3,1153
593,38.6125,12.97916667,0,0,3,640
593,38.6125,12.97916667,0,0,3,1222
594,35.3875,7.895833333,1,1,3,1222
594,35.3875,7.895833333,1,1,3,640
597,39.97916667,10.57083333,0,0,3,640
597,39.97916667,10.57083333,0,0,3,1153
597,39.97916667,10.57083333,0,0,3,1222
599,36.40416667,11.72083333,0,0,3,1153
599,36.40416667,11.72083333,0,0,3,1222
601,38.09583333,4.654166667,0,0,3,1222
601,38.09583333,4.654166667,0,0,3,1153
602,39.90416667,3.954166667,0,0,3,640
602,39.90416667,3.954166667,0,0,3,1153
604,39.5125,6.8875,0,0,3,640
604,39.5125,6.8875,0,0,3,1153
605,38.52916667,4.595833333,0,0,3,1153
605,38.52916667,4.595833333,0,0,3,640
606,37.17083333,4.7125,0,0,3,1153
606,37.17083333,4.7125,0,0,3,1222
608,35.00416667,10.8375,0,0,3,1153
608,35.00416667,10.8375,0,0,3,179
609,37.2375,4.704166667,0,0,3,1153
609,37.2375,4.704166667,0,0,3,1222
609,37.2375,4.704166667,0,0,3,640
612,43.12083333,9.029166667,1,2,2,640
612,43.12083333,9.029166667,1,3,3,179
612,43.12083333,9.029166667,1,3,3,666
616,34.84583333,8.6375,1,1,3,1222
616,34.84583333,8.6375,0,0,3,1153
616,34.84583333,8.6375,1,3,3,640
617,36.7125,10.8375,1,3,3,640
617,36.7125,10.8375,0,1,3,1222
617,36.7125,10.8375,1,1,3,1153
618,37.12083333,9.7375,1,1,3,1222
618,37.12083333,9.7375,1,2,3,1153
618,37.12083333,9.7375,1,2,3,640
619,37.87083333,11.00416667,1,1,3,1222
619,37.87083333,11.00416667,1,1,3,1153
619,37.87083333,11.00416667,1,3,3,640
621,38.4625,7.545833333,0,0,3,640
621,38.4625,7.545833333,0,0,3,1153
623,36.54583333,9.704166667,1,1,3,273
623,36.54583333,9.704166667,1,1,3,1153
623,36.54583333,9.704166667,0,0,3,640
624,39.87916667,6.170833333,0,0,3,179
624,39.87916667,6.170833333,0,0,3,640
624,39.87916667,6.170833333,0,0,3,1153
624,39.87916667,6.170833333,0,1,3,666
625,38.54583333,9.8875,1,1,3,1153
625,38.54583333,9.8875,1,3,3,640
625,38.54583333,9.8875,1,1,3,1222
626,39.07916667,5.120833333,0,0,3,1153
626,39.07916667,5.120833333,0,0,3,640
627,38.52916667,11.27083333,1,1,3,1222
627,38.52916667,11.27083333,0,0,3,640
627,38.52916667,11.27083333,0,0,3,1153
628,35.87916667,8.454166667,1,1,3,1153
628,35.87916667,8.454166667,0,1,3,666
